Id,SalePrice
1461,114456.805
1462,136128.11
1463,185771.86
1464,194938.64
1465,214581.89
1466,176665.16
1467,154834.16
1468,170582.56
1469,186963.53
1470,122769.77
1471,194984.17
1472,91503.375
1473,93959.41
1474,150025.22
1475,131371.31
1476,356734.25
1477,249879.17
1478,286259.56
1479,195893.86
1480,502672.16
1481,270326.03
1482,205633.52
1483,176024.2
1484,171036.52
1485,172331.03
1486,190852.22
1487,324646.22
1488,227691.28
1489,202912.19
1490,179018.39
1491,187309.95
1492,98931.48
1493,169935.23
1494,265876.38
1495,285878.03
1496,179653.66
1497,156553.84
1498,157244.62
1499,155604.11
1500,157055.9
1501,162672.06
1502,159897.84
1503,304669.88
1504,216733.5
1505,214154.72
1506,200212.6
1507,265142.66
1508,232251.38
1509,164487.08
1510,145492.95
1511,140314.25
1512,164226.67
1513,167920.69
1514,154875.17
1515,189332.83
1516,145803.6
1517,114478.15
1518,130599.68
1519,209676.52
1520,124627.96
1521,144805.52
1522,162902.16
1523,101699.43
1524,114377.836
1525,123532.86
1526,115883.92
1527,91418.26
1528,125165.27
1529,147482.38
1530,174526.22
1531,105276.65
1532,105276.53
1533,148066.19
1534,122110.43
1535,167526.98
1536,113355.164
1537,78185.31
1538,190051.73
1539,203788.86
1540,98931.02
1541,156826.23
1542,113417.836
1543,189499.86
1544,84209.51
1545,108534.84
1546,121649.27
1547,141034.86
1548,136857.12
1549,103244.8
1550,134416.12
1551,101730.83
1552,157209.55
1553,125461.03
1554,117435.1
1555,183174.89
1556,95103.76
1557,118865.2
1558,87934.33
1559,120872.24
1560,122702.4
1561,138820.2
1562,102753.055
1563,104741.95
1564,165172.2
1565,133270.94
1566,201927.08
1567,77684.414
1568,242473.2
1569,148535.44
1570,137527.61
1571,123994.13
1572,158909.11
1573,240098.12
1574,77071.53
1575,187044.34
1576,200953.36
1577,202429.3
1578,161327.77
1579,145398.03
1580,184705.84
1581,132155.47
1582,132162.36
1583,326561.2
1584,226574.58
1585,144053.84
1586,72490.94
1587,95937.15
1588,150714.28
1589,107314.984
1590,108408.086
1591,82120.61
1592,109965.15
1593,113471.62
1594,102939.37
1595,107319.61
1596,221918.39
1597,180988.06
1598,200438.05
1599,163087.92
1600,156274.58
1601,70076.44
1602,123436.39
1603,102364.02
1604,266794.4
1605,233766.53
1606,134797.73
1607,148329.67
1608,208429.48
1609,192661.7
1610,165516.69
1611,137552.66
1612,175958.19
1613,147884.8
1614,108907.57
1615,92974.414
1616,79227.32
1617,89754.26
1618,105682.86
1619,132906.19
1620,139825.14
1621,123196.59
1622,129393.53
1623,310631.5
1624,221399.4
1625,114884.24
1626,180469.23
1627,188852.39
1628,284992.97
1629,171170.58
1630,415417.2
1631,235856.55
1632,271095.66
1633,171844.53
1634,186908.34
1635,184874.23
1636,143759.36
1637,161692.52
1638,205094.53
1639,176250.44
1640,256052.28
1641,185591.31
1642,226017.95
1643,217833.7
1644,223924.44
1645,188968.4
1646,154506.12
1647,163972.1
1648,137506.19
1649,121271.78
1650,122857.7
1651,126257.72
1652,91680.43
1653,96392.12
1654,156434.08
1655,151054.38
1656,151803.44
1657,157152.94
1658,146995.1
1659,134022.17
1660,156799.52
1661,485210.75
1662,441216.06
1663,368880.47
1664,382865.1
1665,294573.6
1666,321331.66
1667,337806.4
1668,314067.94
1669,289004.47
1670,337406.62
1671,277247.97
1672,483444.2
