Id,SalePrice
1461,116773.7
1462,154366.75
1463,180405.81
1464,194482.42
1465,194380.67
1466,168488.16
1467,169594.89
1468,163641.77
1469,189695.5
1470,130777.17
1471,195410.92
1472,95469.12
1473,93497.75
1474,150821.92
1475,121456.5
1476,384735.22
1477,266144.56
1478,306482.72
1479,274960.12
1480,499017.72
1481,316546.78
1482,213083.4
1483,172046.05
1484,161610.02
1485,166593.19
1486,191247.8
1487,354014.12
1488,231136.47
1489,207958.84
1490,220621.17
1491,188071.64
1492,87673.07
1493,192389.17
1494,300691.3
1495,303148.12
1496,232281.17
1497,180465.03
1498,165036.39
1499,170868.64
1500,154868.73
1501,163452.58
1502,155740.28
1503,315939.25
1504,245140.53
1505,221894.38
1506,198805.86
1507,230707.9
1508,190502.4
1509,167335.77
1510,152011.03
1511,146452.03
1512,162997.12
1513,131931.22
1514,163111.81
1515,196194.6
1516,159603.36
1517,158684.0
1518,129774.2
1519,218731.53
1520,128273.72
1521,138930.33
1522,168457.72
1523,112820.1
1524,124646.234
1525,122858.29
1526,117693.16
1527,110164.08
1528,138094.75
1529,158437.0
1530,175540.0
1531,105975.95
1532,103365.26
1533,131657.28
1534,120813.93
1535,150699.14
1536,94046.4
1537,63958.35
1538,158855.81
1539,196017.05
1540,105677.67
1541,149878.97
1542,143114.72
1543,215601.98
1544,70913.36
1545,102694.69
1546,124214.17
1547,134448.7
1548,145783.53
1549,110997.2
1550,138820.11
1551,114534.516
1552,150656.62
1553,166672.98
1554,106622.46
1555,165672.45
1556,74225.75
1557,89949.78
1558,100362.92
1559,80183.43
1560,128667.77
1561,111175.68
1562,126523.54
1563,117197.78
1564,168719.78
1565,147768.62
1566,237389.36
1567,66446.64
1568,211920.23
1569,154421.72
1570,141746.67
1571,131694.92
1572,154035.9
1573,243655.52
1574,115067.59
1575,231106.66
1576,211040.06
1577,197765.58
1578,140451.05
1579,139086.6
1580,195623.1
1581,143342.03
1582,122750.85
1583,340274.97
1584,218282.38
1585,139783.86
1586,86294.84
1587,96000.836
1588,153032.5
1589,104323.71
1590,128460.016
1591,98862.01
1592,108520.85
1593,120888.73
1594,203498.88
1595,108922.31
1596,227679.56
1597,182749.83
1598,209470.62
1599,190258.16
1600,179937.48
1601,82596.555
1602,118671.74
1603,90784.99
1604,278908.4
1605,248514.14
1606,154316.67
1607,166925.02
1608,214481.42
1609,199876.17
1610,144508.31
1611,130092.55
1612,169757.19
1613,144400.28
1614,129469.336
1615,94328.016
1616,71867.66
1617,95838.81
1618,120811.945
1619,135670.78
1620,154112.58
1621,126797.46
1622,146168.98
1623,264525.2
1624,205042.3
