Id,SalePrice
1461,120150.12
1462,138245.72
1463,120150.12
1464,120150.12
1465,190791.44
1466,120150.12
1467,120150.12
1468,120150.12
1469,146989.83
1470,120150.12
1471,165085.44
1472,120150.12
1473,120150.12
1474,120150.12
1475,146989.83
1476,259675.31
1477,235339.25
1478,235339.25
1479,259675.31
1480,259675.31
1481,259675.31
1482,208887.03
1483,138245.72
1484,146989.83
1485,146989.83
1486,146989.83
1487,259675.31
1488,235339.25
1489,146989.83
1490,138245.72
1491,146989.83
1492,120150.12
1493,120150.12
1494,241579.72
1495,259675.31
1496,165085.44
1497,146989.83
1498,146989.83
1499,146989.83
1500,120150.12
1501,120150.12
1502,146989.83
1503,235339.25
1504,215127.52
1505,165085.44
1506,162581.81
1507,144486.2
1508,144486.2
1509,120150.12
1510,120150.12
1511,120150.12
1512,138245.72
1513,120150.12
1514,138245.72
1515,144486.2
1516,120150.12
1517,120150.12
1518,138245.72
1519,165085.44
1520,120150.12
1521,120150.12
1522,120150.12
1523,120150.12
1524,120150.12
1525,120150.12
1526,120150.12
1527,120150.12
1528,120150.12
1529,120150.12
1530,138245.72
1531,144486.2
1532,120150.12
1533,138245.72
1534,120150.12
1535,120150.12
1536,120150.12
1537,120150.12
1538,190791.44
1539,215127.52
1540,144486.2
1541,120150.12
1542,120150.12
1543,171325.9
1544,120150.12
1545,120150.12
1546,120150.12
1547,120150.12
1548,120150.12
1549,120150.12
1550,120150.12
1551,120150.12
1552,144486.2
1553,120150.12
1554,120150.12
1555,138245.72
1556,120150.12
1557,120150.12
1558,120150.12
1559,144486.2
1560,120150.12
1561,162581.81
1562,120150.12
1563,120150.12
1564,138245.72
1565,120150.12
1566,165085.44
1567,120150.12
1568,144486.2
1569,120150.12
1570,120150.12
1571,120150.12
1572,120150.12
1573,165085.44
1574,120150.12
1575,165085.44
1576,146602.33
1577,146989.83
1578,120150.12
1579,120150.12
1580,146989.83
1581,120150.12
1582,120150.12
1583,259675.31
1584,171325.9
1585,120150.12
1586,120150.12
1587,120150.12
1588,120150.12
1589,120150.12
1590,120150.12
1591,120150.12
1592,120150.12
1593,120150.12
1594,144486.2
1595,120150.12
1596,189421.5
1597,144486.2
1598,146989.83
1599,190791.44
1600,190791.44
1601,120150.12
1602,120150.12
1603,120150.12
1604,208887.03
1605,241579.72
1606,120150.12
1607,162581.81
1608,191537.62
1609,146989.83
1610,120150.12
1611,120150.12
1612,138245.72
1613,138245.72
1614,120150.12
1615,120150.12
1616,120150.12
1617,120150.12
1618,120150.12
1619,120150.12
1620,144486.2
1621,120150.12
1622,120150.12
1623,208887.03
1624,120150.12
1625,120150.12
1626,138245.72
1627,120150.12
1628,241579.72
1629,146989.83
1630,233223.12
1631,208887.03
1632,208887.03
1633,146989.83
1634,120150.12
1635,120150.12
1636,120150.12
1637,144486.2
1638,171325.9
1639,138245.72
1640,171325.9
1641,120150.12
1642,171325.9
1643,215127.52
1644,190791.44
1645,138245.72
1646,120150.12
1647,146989.83
1648,120150.12
1649,120150.12
1650,120150.12
1651,120150.12
1652,120150.12
1653,120150.12
1654,120150.12
1655,146989.83
1656,120150.12
1657,120150.12
